Tree name	Trait species	Non-trait species	Permutations	Selective Pressure	p-value	FDR
OG0003309_1 	3	11	450660	accelerated	0.0008077078405354099	0.2415692609473304
OG0003490_1 	7	11	450660	constrained	0.0008165801269249545	0.23482960034684172
OG0007694_1 	8	7	450660	accelerated	0.0008698392128843047	0.24088102943466463
OG0005551_1 	8	11	1546851	constrained	0.0009257451537370496	0.24720701837471143
OG0003296_1 	6	11	450660	constrained	0.0009630234498428985	0.24829401153363284
OG0003701_1 	6	10	314555	constrained	0.0009918742608629307	0.2472081282824044
OG0006997_1 	8	6	314555	constrained	0.0009982197355035605	0.24076416007613297
OG0005588_1 	8	11	1546851	constrained	0.0010149580246977428	0.23715128595828197
OG0002783_1 	7	11	314555	constrained	0.0010300101729399797	0.23337533524461296
OG0004750_1 	8	11	1546851	constrained	0.001223121390272694	0.26897878338438036
OG0008077_1 	7	4	314555	constrained	0.001252527307638509	0.26757561940608954
OG0008587_1 	6	3	314555	constrained	0.0013220619080912732	0.2745849135221792
OG0001209_2 	8	4	314555	constrained	0.0013478459895224048	0.27237417469348707
OG0005573_1 	6	10	314555	constrained	0.0014051284007604225	0.2764775013812021
OG0003343_1 	8	10	314555	constrained	0.0014623787179389362	0.2803642480520366
OG0001142_2 	8	10	665891	accelerated	0.0014717189677543319	0.27510106804747847
OG0001425_2 	7	10	314555	constrained	0.0016086165897328298	0.2933567375959114
OG0006701_1 	8	10	665891	accelerated	0.0016549329616992736	0.29461747034822544
OG0004991_1 	8	10	665891	accelerated	0.0016969820750636355	0.29507755756397214
OG0005019_1 	8	10	665891	accelerated	0.0017390311884281084	0.2955167317244765
OG0005407_1 	7	11	314555	accelerated	0.0017548767771305984	0.29158252583567745
OG0003870_1 	8	11	1546851	constrained	0.0018721773500157092	0.3043102183927708
OG0005268_1 	8	11	1546851	accelerated	0.0019148716092162177	0.30462755366190764
OG0001720_1 	6	11	190747	constrained	0.0019816721538364755	0.30868672279656933
OG0006883_1 	8	7	190747	accelerated	0.0019817137105230254	0.30239333497103393
OG0002848_1 	8	10	190747	constrained	0.002002642229538449	0.29947511900517965
OG0006916_1 	8	7	190747	constrained	0.0020550674187933817	0.3012890017709434
OG0008668_1 	8	3	190747	accelerated	0.002086653804211025	0.3000367402708814
OG0004475_1 	8	11	1546851	constrained	0.0021566241849628473	0.30424677416919266
OG0006388_1 	6	7	190747	accelerated	0.002170448349620435	0.30052670944651844
OG0001314_1 	8	8	190747	constrained	0.0021913269585639994	0.2979009394396913
OG0001980_1 	7	9	190747	accelerated	0.00226481566916914	0.30239333497102966
OG0004718_1 	8	11	1546851	constrained	0.002282039380371358	0.29934751661467796
OG0000483_1 	5	10	190747	accelerated	0.00228576221781851	0.29466627763153447
OG0004256_1 	8	11	1546851	accelerated	0.00235706343254638	0.2987078522906658
OG0002459_1 	8	11	1546851	accelerated	0.0023764578107625667	0.29614625085119517
OG0001281_3 	5	10	190747	constrained	0.0023798540635746037	0.29170768579257894
OG0006309_1 	7	11	314555	constrained	0.0024160732451678534	0.2913706395825813
OG0006708_1 	8	10	665891	accelerated	0.0024358450670383114	0.28909227882929295
OG0007628_1 	8	7	190747	accelerated	0.002474520823721793	0.2890936281088726
OG0003582_1 	8	11	1546851	constrained	0.0025044250876936664	0.2880859443182391
OG0007479_1 	7	8	190747	constrained	0.0025583224115334206	0.28982691925811194
OG0002448_1 	8	7	190747	accelerated	0.002610829174181095	0.2913607423186873
OG0005668_1 	8	11	1546851	constrained	0.002668628487867696	0.2934314000556877
OG0001141_1 	7	9	190747	accelerated	0.0027156532771329678	0.29427448627714786
OG0001921_1 	8	11	1546851	accelerated	0.0027837397533034824	0.2973431733635734
OG0006191_1 	8	9	450660	constrained	0.0028491419289844717	0.3000427352537591
OG0004289_1 	8	11	1546851	constrained	0.002863862451854141	0.29740416045157514
OG0001881_1 	8	11	1546851	constrained	0.002870327152648394	0.2939922756212609
OG0003704_1 	7	11	314555	accelerated	0.0029438693761285606	0.2974501530447736
OG0001970_1 	6	6	190747	constrained	0.002956656671349787	0.2947589590890981
OG0001931_1 	8	10	190747	constrained	0.0029777507496802063	0.2929558204652487
OG0000695_1 	7	11	314555	constrained	0.002988301119023398	0.2901756813888045
OG0002352_1 	8	11	1546851	accelerated	0.0030100074991595838	0.2885362316822591
OG0002999_1 	8	11	1546851	accelerated	0.003031987794471336	0.28696421188939464
OG0006920_1 	8	10	941109	accelerated	0.0030623477858013892	0.28621467993046235
OG0002222_1 	8	9	190747	accelerated	0.003124606802835217	0.28842821067652985
OG0005304_1 	7	11	314555	constrained	0.0031917599186164804	0.29103401111579785
OG0000972_1 	8	3	190747	constrained	0.003197534229341832	0.28804775220227563
OG0001494_2 	8	10	665891	accelerated	0.003201739631890077	0.28499294318621554
OG0007411_1 	5	10	190747	constrained	0.0032083543029693003	0.282221942627076
OG0004888_1 	8	11	1546851	accelerated	0.003335833053192294	0.2900235318455673
OG0004508_1 	8	11	1546851	accelerated	0.003626748726435869	0.3116919566386321
OG0003635_1 	8	11	1546851	accelerated	0.003631920560626778	0.3085894321796184
OG0003901_1 	7	10	190747	accelerated	0.003669801725855293	0.30830457869910144
OG0006151_1 	7	10	190747	constrained	0.0037326734749512447	0.31010221746900507
OG0007847_1 	3	11	190747	constrained	0.003743158512802231	0.30755600220024487
OG0002159_1 	8	10	190747	accelerated	0.0037537222664932868	0.30507153681054683
OG0002643_1 	6	11	190747	accelerated	0.003911001132407832	0.31443608029046627
OG0007799_1 	6	3	117235	constrained	0.003955736670701973	0.3146493945408367
OG0002001_1 	8	10	665891	accelerated	0.003991662261521478	0.3141648287304852
OG0002277_1 	7	10	117235	accelerated	0.004026204449297133	0.3135826111186944
OG0002333_1 	8	11	1546851	constrained	0.004037852116090511	0.3112476316701933
OG0003140_1 	7	11	314555	constrained	0.004050101729399796	0.3090062309257375
OG0000872_1 	6	10	117235	constrained	0.004060047765267826	0.3066361327364398
OG0000559_2 	8	11	1546851	accelerated	0.00411031522329397	0.3073282692456901
OG0001617_1 	8	11	1546851	accelerated	0.00411548705748499	0.3046682844437155
OG0005031_1 	5	9	117235	constrained	0.00416225990242571	0.3051099734356572
OG0002018_1 	8	11	1546851	accelerated	0.004237025160973351	0.30757511775337615
OG0005873_1 	8	10	665891	accelerated	0.004298020087462162	0.3090028480187941
OG0010182_1 	4	4	117235	constrained	0.004348641688978325	0.30966470389038986
OG0005931_1 	8	9	117235	accelerated	0.0043673337086510555	0.3080618315055089
OG0007646_1 	4	10	117235	accelerated	0.004367408216186752	0.30518795544325555
OG0002506_1 	7	10	117235	accelerated	0.004435573297848716	0.3070813106297671
OG0002889_1 	8	10	665891	accelerated	0.004439184968042631	0.30451179822068575
OG0002325_1 	7	10	117235	constrained	0.004469540592640611	0.3038068637379441
OG0006501_1 	8	9	117235	accelerated	0.004503966561460349	0.3033888106309822
OG0002951_1 	7	11	314555	constrained	0.004526958290946083	0.30221488519110595
OG0005141_1 	8	11	1546851	accelerated	0.00469343952832868	0.3105561712682614
OG0002281_1 	8	11	1546851	constrained	0.004723110400281344	0.30977803914827723
OG0006216_1 	7	11	314555	accelerated	0.004730537399221801	0.3075672011650557
OG0005837_1 	8	10	941109	constrained	0.004741209847945511	0.3056036726990396
OG0005464_1 	8	11	1546851	constrained	0.004807151510606634	0.3072057422632975
OG0002616_1 	8	11	1546851	constrained	0.004812323271242037	0.3049300093142094
OG0007002_1 	7	11	117235	constrained	0.004861987785321915	0.30548808967102487
OG0005345_1 	7	11	117235	constrained	0.004947285816643352	0.3082571337586862
OG0004336_1 	8	11	1546851	accelerated	0.00496625378190374	0.30688164898590303
OG0001927_1 	8	10	314555	accelerated	0.005042059550983247	0.3090121251041126
OG0004610_1 	7	11	117235	constrained	0.005152001091814801	0.31318302571950624
OG0005083_1 	8	11	1546851	constrained	0.005184690036991018	0.3126284468272729
OG0003992_1 	6	10	117235	constrained	0.00522023951687195	0.3122538469412126
OG0000360_4 	8	11	1546851	accelerated	0.005351555429132904	0.31756809479068826
OG0002880_1 	8	10	665891	accelerated	0.005430342640203811	0.31970607811656615
OG0003186_1 	7	11	117235	constrained	0.00549319321710055	0.32087973190828756
OG0007278_1 	8	7	117235	constrained	0.005714968098536286	0.3312466393236885
OG0006350_1 	6	11	117235	constrained	0.005851345127006602	0.3365423654971413
OG0001174_2 	5	6	117235	constrained	0.005867803837953092	0.3349127427204219
OG0006559_1 	7	10	117235	accelerated	0.005868604670999922	0.3324208873111092
OG0002997_1 	8	10	190747	constrained	0.0058716211965525195	0.3300910653129563
OG0000888_1 	8	4	117235	accelerated	0.005902925872216969	0.32937445333258414
OG0006818_1 	8	9	117235	constrained	0.005936742979972022	0.3288076093425986
OG0007155_1 	8	8	117235	accelerated	0.0060051862972567704	0.33015277900432993
OG0001919_1 	7	11	314555	constrained	0.006021147133438031	0.3286139935526727
OG0003645_1 	6	11	190747	constrained	0.006060351877870279	0.3283568912379426
OG0008949_1 	8	3	117235	constrained	0.006124189696349369	0.3294285349611815
OG0005195_1 	8	11	1546851	constrained	0.006128536352951976	0.32730761650729945
OG0003932_1 	8	11	1546851	constrained	0.00613500105374623	0.32532909843163516
OG0007524_1 	3	11	117235	constrained	0.006141458255143471	0.32337805192751923
OG0002304_1 	8	11	1546851	constrained	0.006209991582959566	0.3247000494111096
OG0006575_1 	8	10	665891	accelerated	0.0062352828103224844	0.3237583998109807
OG0005904_1 	8	10	665891	accelerated	0.006244293334614848	0.3219902156063118
OG0002479_1 	7	10	117235	accelerated	0.006278042206185885	0.32151316147706754
OG0005014_1 	8	10	665891	accelerated	0.006280335431784301	0.31944263961531444
OG0005600_1 	7	11	117235	constrained	0.0063461735303149205	0.320610401933545
OG0005986_1 	8	10	665891	accelerated	0.00639446873948768	0.32088216620905624
OG0004389_1 	8	6	117235	constrained	0.006448531167900645	0.32143778361595415
OG0003507_1 	8	11	1546851	constrained	0.006453064332823484	0.31953352328821977
OG0005652_1 	6	11	117235	constrained	0.0064997099866935075	0.31972586559544314
OG0003416_1 	7	10	117235	accelerated	0.006568172512624537	0.3209818684764292
OG0002379_1 	8	11	1546851	constrained	0.006623732433791767	0.3215951130354613
OG0006535_1 	8	9	117235	accelerated	0.006636300049473687	0.32012655141880486
OG0004799_1 	7	11	314555	accelerated	0.006638054363376278	0.3181585415061822
OG0003005_1 	8	11	1546851	accelerated	0.006839750717592019	0.3257376822639206
OG0006693_1 	8	10	665891	accelerated	0.006902061607958143	0.3266247762196395
OG0006392_1 	7	11	314555	constrained	0.006911241098677518	0.325002199338439
OG0005394_1 	7	11	314555	constrained	0.006923957273652085	0.323565178344354
OG0002849_1 	7	9	117235	accelerated	0.006943852046474297	0.322479389760797
OG0004391_1 	7	10	117235	accelerated	0.006977497995462101	0.3220416821732724
OG0007107_1 	7	9	117235	accelerated	0.006994677221236478	0.32085399744285364
OG0006513_1 	8	10	665891	accelerated	0.006995170358979341	0.31892005350053987
OG0000464_2 	7	10	117235	constrained	0.00701137856326447	0.3177216819244148
OG0005754_1 	6	11	117235	constrained	0.00701137856326447	0.3158076958887256
OG0007342_1 	7	4	117235	accelerated	0.007046098201794804	0.31547111529832184
OG0002126_1 	6	7	117235	constrained	0.007062195080345263	0.31430971795084245
OG0004216_1 	8	11	1546851	constrained	0.007064625027959831	0.3125574043435246
OG0000018_9 	6	10	117235	constrained	0.007181971715655333	0.3158800148114996
OG0001920_1 	8	11	1546851	constrained	0.0073012330770294955	0.31924748372485107
OG0000417_2 	6	4	117235	constrained	0.007316698787372299	0.31806370251850397
OG0009323_1 	3	4	117235	accelerated	0.007331704065763112	0.3168737069347444
OG0004576_1 	7	11	117235	constrained	0.007335630693643591	0.31522132584122486
OG0003556_1 	5	11	450660	constrained	0.007406552735631776	0.3164502560246788
OG0003775_1 	8	3	190747	accelerated	0.00747685112362495	0.3176387264280895
OG0003820_1 	8	9	117235	constrained	0.0074891671500221775	0.3163644224899199
OG0002699_1 	8	11	1546851	constrained	0.0075391340662580115	0.316685985468602
OG0001043_2 	8	6	117235	constrained	0.0075744651813436144	0.3163926042508726
OG0005396_1 	6	10	117235	constrained	0.007591265779597407	0.3153327457447212
OG0007106_1 	6	9	117235	accelerated	0.007591654298241157	0.3136066253477853
OG0003080_1 	8	11	1546851	accelerated	0.007631041348814316	0.3135016272806848
OG0007803_1 	4	11	117235	accelerated	0.007694013682037593	0.3143614224076234
OG0002117_1 	8	11	1546851	accelerated	0.007760337203589263	0.3153480503871572
OG0005884_1 	8	10	665891	accelerated	0.007791100004805651	0.3148867823563884
OG0000320_1 	6	7	117235	constrained	0.007898462955696958	0.31750971784809756
OG0006260_1 	8	8	72887	constrained	0.007902535396773132	0.3159746372281963
OG0005371_1 	8	11	1546851	accelerated	0.007909027436580396	0.31455211778357245
OG0005387_1 	7	11	314555	accelerated	0.007947862025115215	0.3144241500623623
OG0003235_1 	6	10	314555	constrained	0.007972991016079501	0.31375817803803385
OG0004570_1 	7	11	117235	constrained	0.0080009553379508	0.31321017309873367
OG0003703_1 	7	11	117235	constrained	0.008018014944215087	0.3122432173848761
OG0005664_1 	7	10	117235	constrained	0.008035074550479375	0.31128628193748337
OG0004917_1 	8	10	665891	accelerated	0.008115478879331062	0.31278059577710493
OG0005569_1 	8	11	1546851	accelerated	0.008167619146130178	0.3131758377211043
OG0006913_1 	7	8	72887	constrained	0.008176928986938866	0.3119331532415403
OG0005062_1 	7	11	72887	constrained	0.008231807704972012	0.3124326203557144
OG0001810_1 	8	11	1546851	accelerated	0.008242610741899581	0.31126262887466244
OG0004275_1 	8	11	1546851	accelerated	0.008246489617542818	0.3098442355294857
OG0002113_1 	6	11	190747	constrained	0.00830414997798142	0.3104506469268354
OG0001249_2 	7	8	72887	accelerated	0.008341794034519623	0.3103064377915583
OG0000804_2 	8	11	1546851	accelerated	0.008346047425719538	0.3089277059510148
OG0004722_1 	8	11	1546851	constrained	0.008407989853005633	0.30968738980750304
OG0001563_2 	7	10	117235	accelerated	0.008495828855110243	0.3113887860277416
OG0007351_1 	5	10	72887	accelerated	0.008506434706253563	0.31025664535930675
OG0007559_1 	7	9	72887	constrained	0.008560375339534118	0.3107083806490126
OG0001801_1 	8	10	72887	constrained	0.008670837449237186	0.3131973507630263
OG0000082_2 	7	4	72887	constrained	0.0088075508972178	0.3166060483581611
OG0001876_1 	8	11	1546851	constrained	0.008820437763678983	0.31555221607190315
OG0005139_1 	8	11	1546851	constrained	0.008828195404632087	0.3143257954306386
OG0002177_1 	8	10	72887	constrained	0.00894523103940292	0.3169833766901215
OG0002527_1 	6	7	72887	constrained	0.008972670398419492	0.3164559272121818
OG0003599_1 	8	11	1546851	constrained	0.008976883522899909	0.3151181131489325
OG0005937_1 	7	10	117235	accelerated	0.009024839634229509	0.3153211492763273
OG0002083_1 	6	10	72887	constrained	0.00902754911645264	0.3139487662498437
OG0004245_1 	8	11	1546851	accelerated	0.009067518295363453	0.3138788624742247
OG0002968_1 	8	10	72887	constrained	0.009164745911535507	0.3157825123527695
OG0006968_1 	8	7	72887	accelerated	0.009329638064923262	0.3199894670249139
OG0002039_1 	8	11	1546851	constrained	0.009340199707536936	0.3188889187819803
OG0008032_1 	6	5	72887	constrained	0.00938348835295086	0.31891064734097085
OG0006318_1 	8	9	72887	constrained	0.009521457578750961	0.3221354674946648
OG0004464_1 	8	11	1546851	constrained	0.009538019551841082	0.32124221706808903
OG0006699_1 	8	10	665891	accelerated	0.009542145225623577	0.31993999933626677
OG0006002_1 	8	9	117235	accelerated	0.009570928943103296	0.31947248083742563
OG0003813_1 	8	11	1546851	constrained	0.00957551481644775	0.31820499681146586
OG0002043_2 	7	11	117235	constrained	0.00958749872052953	0.31719348643097034
OG0006516_1 	8	10	665891	accelerated	0.00966528905761932	0.31835844177894124
OG0003846_1 	8	11	1546851	constrained	0.009681535909473502	0.31749492980321653
OG0001495_1 	8	5	72887	accelerated	0.009768679856213769	0.31895379600397533
OG0004952_1 	6	8	72887	constrained	0.00979531361466279	0.3184328691166682
OG0000204_2 	7	5	72887	constrained	0.00985072988694984	0.31884808382997387
OG0004514_1 	8	11	1546851	constrained	0.009850911070282934	0.3174795778987306
OG0005511_1 	8	10	72887	constrained	0.009905608604982987	0.31787225553415366
OG0005089_1 	8	10	72887	constrained	0.009933047963999561	0.31739059669583214
OG0005220_1 	8	11	1546851	accelerated	0.01022083731995549	0.3251965984736476
OG0006155_1 	8	10	72887	constrained	0.010234880913181869	0.3242635787621222
OG0005655_1 	6	11	72887	constrained	0.010289759631215015	0.3246267205172771
OG0004005_1 	7	10	72887	accelerated	0.010290041983371245	0.32327161306582686
OG0007410_1 	8	5	72887	accelerated	0.010399802431193872	0.3253528149708643
OG0004057_1 	7	8	72887	accelerated	0.010454682655105185	0.3257069258842561
OG0004176_1 	8	11	1546851	accelerated	0.0104781360709576	0.3250830846578837
OG0004741_1 	8	11	1546851	accelerated	0.010488479739339529	0.3240593512852961
OG0001616_1 	4	11	941109	constrained	0.010548908770214846	0.3245851476333185
OG0003387_1 	8	10	665891	accelerated	0.010644432697390571	0.3261820626163496
OG0001712_1 	8	11	1546851	constrained	0.01066804925067653	0.32557144590738135
OG0000406_2 	6	6	72887	constrained	0.010699588477366255	0.32520659774498983
OG0006509_1 	8	4	117235	accelerated	0.010713981062867917	0.32432565346989234
OG0003580_1 	7	10	117235	constrained	0.010781487231102544	0.3250531452699747
OG0001599_1 	7	11	117235	accelerated	0.010815974887831148	0.324783310185998
OG0006598_1 	7	9	72887	accelerated	0.010893724446395692	0.32580951074280234
OG0007695_1 	7	7	72887	accelerated	0.01089492027772443	0.32454708731691456
OG0003240_1 	8	11	1546851	accelerated	0.01097204623619763	0.32554757820654634
OG0005474_1 	8	11	1546851	accelerated	0.010981096946031887	0.32452830776869734
OG0001242_1 	8	11	1546851	constrained	0.011005506632136544	0.323969185387736
OG0004936_1 	8	10	665891	accelerated	0.011013864193377909	0.3229437747995554
OG0007203_1 	6	11	450660	constrained	0.011028171764329967	0.322100157351153
OG0005497_1 	7	11	117235	constrained	0.011071684465522535	0.322112781123393
OG0002743_1 	8	8	72887	accelerated	0.011168125565952258	0.3236592048706397
OG0009074_1 	4	7	72887	accelerated	0.011168432028977548	0.3224184026280507
OG0000326_2 	8	11	1546851	constrained	0.011255044082794716	0.32366909464252347
OG0004123_1 	5	10	72887	accelerated	0.011360206349641855	0.3254416202156021
OG0007607_1 	7	7	72887	accelerated	0.011552287133331451	0.32968111028976815
OG0002748_1 	7	6	72887	constrained	0.011579409504993964	0.32919864969140633
OG0007553_1 	8	4	72887	constrained	0.0116062119299786	0.3287107825774621
OG0003991_1 	8	11	1546851	accelerated	0.011615939592976687	0.3277448314591951
OG0007101_1 	7	10	72887	accelerated	0.011662047581154078	0.32780875851236485
OG0001829_1 	8	10	941109	constrained	0.011677699737543965	0.3270193293543679
OG0005649_1 	8	10	190747	accelerated	0.011680577108585277	0.3258793844809407
OG0004609_1 	8	11	1546851	constrained	0.011773513086493818	0.3272511425565587
OG0006079_1 	8	10	1546851	constrained	0.01186786702920615	0.3286520065828681
OG0004999_1 	8	10	665891	accelerated	0.011872867509250762	0.327577233825343
OG0001730_1 	8	11	1546851	accelerated	0.01187453130252647	0.32641864172422946
OG0006352_1 	7	10	72887	constrained	0.01196356053122599	0.3276613263442371
OG0000608_2 	8	3	72887	constrained	0.01204587860827571	0.32871180421196167
OG0000231_3 	8	10	665891	accelerated	0.012065092027488067	0.328038883961921
OG0006071_1 	7	11	117235	accelerated	0.012078407287988147	0.3272110554068383
OG0000663_1 	8	9	72887	accelerated	0.012320610268089949	0.33256751976356874
OG0008299_1 	8	3	72887	constrained	0.012346695201251132	0.3320728058264558
OG0004932_1 	8	10	665891	accelerated	0.01237745686962377	0.33170697137697824
OG0005109_1 	8	9	72887	constrained	0.012484908352540885	0.33339164197124355
OG0001390_1 	6	7	72887	constrained	0.012567226429590605	0.33439555876885746
OG0002892_1 	8	10	665891	accelerated	0.012635758566005073	0.335026832617092
OG0006536_1 	8	10	665891	accelerated	0.012680811187467	0.33503330476569176
OG0002559_1 	7	8	72887	accelerated	0.012814532283291769	0.3373741474724386
OG0002467_1 	8	11	1546851	accelerated	0.012875281218484136	0.33778413217756453
OG0002622_1 	7	11	314555	constrained	0.012989572736520854	0.3395910326956868
OG0005015_1 	7	8	72887	accelerated	0.013034053178937022	0.33956660494394464
OG0001899_1 	7	11	314555	accelerated	0.013091718327769786	0.3398846456136621
OG0002263_1 	7	11	72887	accelerated	0.013363334522404902	0.3457358208443649
OG0001461_1 	8	6	72887	constrained	0.013389672392032047	0.34522269129387456
OG0005161_1 	7	11	117235	constrained	0.013391790917465625	0.34409079274876453
OG0002198_1 	8	11	1546851	accelerated	0.013407980140156761	0.3433269435203839
OG0004092_1 	7	10	117235	accelerated	0.013494378763839854	0.34435996592911466
OG0006915_1 	8	6	72887	accelerated	0.013527975194138842	0.34404309702917046
OG0005241_1 	4	11	72887	constrained	0.013582482713203819	0.34425838388686425
OG0004934_1 	8	8	72887	accelerated	0.013692615865872781	0.34587732712544184
OG0000498_2 	8	11	1546851	constrained	0.013716802145246312	0.3453216486195511
OG0007696_1 	8	7	72887	accelerated	0.013802376313695408	0.3463099587164449
OG0004704_1 	8	11	1546851	constrained	0.01385643968240218	0.34650367727532144
OG0007514_1 	8	5	72887	accelerated	0.014159097769118945	0.35289191339900783
OG0005214_1 	8	11	1546851	accelerated	0.01421607923249979	0.3531349648551526
OG0006955_1 	8	9	72887	accelerated	0.014268858216941571	0.3532723605565302
OG0007860_1 	8	5	72887	accelerated	0.014296690631688702	0.3527932536407143
OG0004837_1 	8	10	665891	accelerated	0.014308712576289073	0.3519284339898467
OG0006809_1 	7	7	72887	constrained	0.014350391000137193	0.3517963065836911
OG0000953_1 	8	11	1546851	accelerated	0.014496651237361324	0.3542204617704269
OG0005254_1 	8	11	1546851	constrained	0.014606344974535543	0.35573824551987704
OG0002975_1 	8	10	72887	accelerated	0.014680459896276421	0.35638246313135974
OG0002049_1 	5	10	72887	constrained	0.014789814509933047	0.357875220358477
OG0006315_1 	7	11	314555	constrained	0.014903357070193286	0.3594593574639845
OG0000432_3 	7	10	117235	accelerated	0.014978845366452886	0.360118414163885
OG0008959_1 	4	3	72887	constrained	0.014979012921456201	0.3589682038901539
OG0004826_1 	7	9	72887	accelerated	0.014982301127788644	0.35789988988011406
OG0002706_1 	7	10	117235	accelerated	0.015080949212685768	0.3591090995644952
OG0006531_1 	7	10	72887	accelerated	0.01509206157561127	0.3582328393677634
OG0006623_1 	8	10	665891	accelerated	0.015182733432649309	0.35924461353138887
OG0004597_1 	8	10	665891	accelerated	0.015239800086501054	0.35945736670904854
OG0006346_1 	8	10	314555	constrained	0.015323185696664505	0.3602876083457877
OG0006211_1 	6	10	72887	accelerated	0.01566830392668006	0.36724736194290536
OG0008357_1 	8	3	44527	constrained	0.01567130669061518	0.3661698753929053
OG0006940_1 	8	8	44527	constrained	0.015675530003593244	0.3651275322020769
OG0006102_1 	6	11	190747	constrained	0.01570658670077799	0.36471474770719575
OG0002869_1 	8	9	72887	constrained	0.015750192075513116	0.364595003556073
OG0003829_1 	8	3	44527	constrained	0.015765361121092347	0.36381976883459094
OG0006442_1 	7	10	44527	accelerated	0.015810986839150165	0.3637499956810024
OG0003460_1 	8	11	1546851	accelerated	0.015837449251376978	0.36324112899553884
OG0002331_1 	5	8	44527	accelerated	0.015855904415397748	0.36255228536369716
OG0000667_1 	8	3	44527	constrained	0.015897965599317377	0.3624057584941952
OG0007240_1 	6	9	44527	constrained	0.01594502335609055	0.36237367669753506
OG0008132_1 	8	3	44527	accelerated	0.015945739567892914	0.36129180227010704
OG0008377_1 	7	4	72887	constrained	0.0159697069476457	0.36074168836116893
OG0008089_1 	5	6	44527	constrained	0.015987066642716007	0.36004607616743245
OG0003306_1 	8	10	190747	constrained	0.01598968272275463	0.35902359675085993
OG0002754_1 	7	10	72887	constrained	0.015997146306662276	0.35811575729016115
OG0004745_1 	7	11	314555	accelerated	0.016060937460260938	0.3584705354936449
OG0004502_1 	8	11	1546851	constrained	0.01609969085800802	0.35826603733727963
OG0003013_1 	8	8	44527	accelerated	0.016170327449130828	0.3587701434336831
OG0007442_1 	7	9	44527	accelerated	0.016171053813673564	0.3577247614344297
OG0007632_1 	8	7	44527	accelerated	0.01634999775412116	0.3606163221462062
OG0007378_1 	8	8	44527	accelerated	0.016394915330368742	0.36054347625049143
OG0005538_1 	8	11	1546851	constrained	0.016400945915020216	0.3596183947407805
OG0001337_1 	6	11	190747	constrained	0.016482479501751	0.36034941296664397
OG0001207_1 	7	8	44527	accelerated	0.016484750482863908	0.3593483363276193
OG0003960_1 	8	10	314555	constrained	0.016505805007693383	0.3587613489608239
OG0006846_1 	6	9	44527	constrained	0.01652892561983471	0.35822254162175116
OG0002386_1 	8	11	1546851	constrained	0.016548341093129186	0.3576067813679969
OG0000232_2 	4	5	44527	constrained	0.016572352465642683	0.3570936005349001
OG0004141_1 	8	10	665891	accelerated	0.01662742082752655	0.35725064806728746
OG0006330_1 	8	7	44527	accelerated	0.01666442078785424	0.35701969693635
OG0000505_2 	6	10	117235	constrained	0.016700784715114294	0.35677647804259877
OG0008164_1 	8	4	44527	accelerated	0.016709338364101822	0.3559422306221918
OG0009904_1 	4	3	44527	constrained	0.016790877255993535	0.3566630376223399
OG0006852_1 	7	8	44527	constrained	0.016978081207330218	0.3596178843830256
OG0002296_1 	7	11	72887	accelerated	0.017012869412507237	0.35933679264778706
OG0007416_1 	8	9	117235	accelerated	0.01705989729941826	0.35931507635986004
OG0006869_1 	8	3	44527	constrained	0.017066379232911166	0.35844190315864266
OG0007870_1 	8	3	44527	constrained	0.0171112907572083	0.3583784901726792
